P(MPa),T(K),massfrac,molefrac,cp(J/kgK)
0.1,298.15,0.020000527,0.021132,4179.840959
0.1,298.15,0.040000808,0.042215,4188.175555
0.1,298.15,0.060001632,0.06325,4195.738566
0.1,298.15,0.080001888,0.084236,4200.742537
0.1,298.15,0.099998545,0.10517,4202.8429
0.1,298.15,0.119999087,0.12606,4200.745891
0.1,298.15,0.140007224,0.14691,4196.956058
0.1,298.15,0.160003591,0.1677,4193.647819
0.1,298.15,0.180007253,0.18845,4192.79052
0.1,298.15,0.200008427,0.20915,4191.975812
