,0
196.0,
196.5,
197.0,
197.5,
198.0,
198.5,
199.0,
199.5,
200.0,
200.5,
201.0,
201.5,
202.0,
202.5,
203.0,
203.5,
204.0,
204.5,
205.0,
205.5,
206.0,
206.5,
207.0,
207.5,
208.0,
208.5,
209.0,
209.5,3.821368153344074
210.0,3.84597012190441
210.5,3.8760498903943583
211.0,3.906129658884307
211.5,3.936194589279626
212.0,3.9662595196749453
212.5,3.9943566780192055
213.0,4.022453836363465
213.5,4.047806830688392
214.0,4.0731598250133185
214.5,4.095515430302887
215.0,4.117871035592456
215.5,4.137234084329066
216.0,4.156597133065676
216.5,4.173104525050411
217.0,4.189611917035145
217.5,4.2034669342322095
218.0,4.217321951429274
218.5,4.228757908994853
219.0,4.240193866560429
219.5,4.2494532444748945
220.0,4.2587126223893605
220.5,4.266034881298067
221.0,4.273357140206773
221.5,4.278971642152053
222.0,4.284586144097332
222.5,4.288708181586878
223.0,4.292830219076423
223.5,4.29565898463807
224.0,4.298487750199716
224.5,4.300205535779764
225.0,4.30192332135981
225.5,4.302695500852003
226.0,4.3034676803441965
226.5,4.3034431869185505
227.0,4.3034186934929055
227.5,4.302730801802786
228.0,4.302042910112666
228.5,4.300810196417247
229.0,4.299577482721829
229.5,4.297904877287322
230.0,4.296232271852815
230.5,4.294212145726568
231.0,4.2921920196003205
231.5,4.289905266786772
232.0,4.287618513973225
232.5,4.285135603146717
233.0,4.282652692320207
233.5,4.2800346714005375
234.0,4.277416650480866
234.5,4.274716093849849
235.0,4.272015537218832
235.5,4.2692774299416945
236.0,4.266539322664557
236.5,4.2638018792858725
237.0,4.261064435907188
237.5,4.258359853660375
238.0,4.255655271413564
238.5,4.253010419233945
239.0,4.2503655670543266
239.5,4.2478026128360025
240.0,4.245239658617678
240.5,4.242776637836015
241.0,4.240313617054354
241.5,4.237964946279732
242.0,4.235616275505108
242.5,4.233393214546128
243.0,4.231170153587148
243.5,4.229081220072125
244.0,4.226992286557101
244.5,4.225043626724939
245.0,4.223094966892777
245.5,4.221290686263956
246.0,4.219486405635135
246.5,4.217828863079747
247.0,4.216171320524359
247.5,4.214661389059555
248.0,4.21315145759475
248.5,4.211788755041536
249.0,4.210426052488321
249.5,4.209209144906973
250.0,4.207992237325625
250.5,4.206918817934023
251.0,4.2058453985424205
251.5,4.204912444609531
252.0,4.203979490676642
252.5,4.203183400680728
253.0,4.202387310684813
253.5,4.201724023826419
254.0,4.201060736968023
254.5,4.200525836944875
255.0,4.199990936921726
255.5,4.19957974169483
256.0,4.199168546467933
256.5,4.198876185586982
257.0,4.19858382470603
257.5,4.198405305610124
258.0,4.198226786514218
258.5,4.198157051083525
259.0,4.198087315652832
259.5,4.198121288158763
260.0,4.198155260664696
260.5,4.198287888149029
261.0,4.198420515633362
261.5,4.198646801638004
262.0,4.198873087642646
262.5,4.199188120113824
263.0,4.199503152585002
263.5,4.1999021266894845
264.0,4.200301100793966
264.5,4.200779337300377
265.0,4.201257573806789
265.5,4.201810533616193
266.0,4.202363493425598
266.5,4.202986788768023
267.0,4.203610084110449
267.5,4.204299486864055
268.0,4.204988889617659
268.5,4.205740337158812
269.0,4.206491784699965
269.5,4.20730138363841
270.0,4.208110982576854
270.5,4.208975010693592
271.0,4.209839038810331
271.5,4.210753945474314
272.0,4.211668852138298
272.5,4.21263125744499
273.0,4.213593662751681
273.5,4.21460035559738
274.0,4.215607048443081
274.5,4.216654983719771
275.0,4.217702918996459
275.5,4.218789214070592
276.0,4.219875509144724
276.5,4.2209974397600964
277.0,4.222119370375469
277.5,4.223274366102438
278.0,4.224429361829407
278.5,4.225615001166298
279.0,4.226800640503187
279.5,4.228014645720521
280.0,4.229228650937854
280.5,4.230468882743225
281.0,4.231709114548597
281.5,4.232973566638607
282.0,4.234238018728617
282.5,4.2355248122849805
283.0,4.2368116058413445
283.5,4.238118984017897
284.0,4.23942636219445
284.5,4.240752684635589
285.0,4.242079007076728
285.5,4.2434227445007
286.0,4.244766481924672
286.5,4.246126210798689
287.0,4.247485939672705
287.5,4.248860337002237
288.0,4.250234734331769
288.5,4.251622572582475
289.0,4.253010410833182
289.5,4.2544105529984595
290.0,4.2558106951637376
290.5,4.257222089989688
291.0,4.25863348481564
291.5,4.260055162190716
292.0,4.261476839565792
292.5,4.2629079060808985
293.0,4.264338972596003
293.5,4.265778607278042
294.0,4.267218241960079
294.5,4.268665692181407
295.0,4.270113142402734
295.5,4.271567719965755
296.0,4.273022297528774
296.5,4.274483374925245
297.0,4.275944452321714
297.5,4.277411459164427
298.0,4.27887846600714
298.5,4.2803508856311066
299.0,4.281823305255072
299.5,4.283300671484501
300.0,4.284778037713932
300.5,4.286259931791019
301.0,4.287741825868105
301.5,4.289227873538697
302.0,4.290713921209289
302.5,4.292203789960946
303.0,4.293693658712602
303.5,4.295187055159385
304.0,4.296680451606168
304.5,4.298177119015307
305.0,4.299673786424446
305.5,4.301173502378996
306.0,4.302673218333546
306.5,4.304175792525863
307.0,4.305678366718178
307.5,4.307183638868811
308.0,4.308688911019445
308.5,4.310196748915448
309.0,4.311704586811452
309.5,4.313214884459387
310.0,4.314725182107322
310.5,4.316237857995381
311.0,4.317750533883437
311.5,4.319265529347359
312.0,4.320780524811281
312.5,4.32229780249942
313.0,4.3238150801875594
313.5,4.325334622619815
314.0,4.326854165052072
314.5,4.328375973268129
315.0,4.329897781484185
315.5,4.3314218737766605
316.0,4.332945966069137
316.5,4.334472376796811
317.0,4.335998787524486
317.5,4.337527566001768
318.0,4.33905634447905
318.5,4.3405875539373655
319.0,4.342118763395682
319.5,4.343652480013174
320.0,4.345186196630667
320.5,4.346722508625995
321.0,4.348258820621323
321.5,4.349797827408596
322.0,4.3513368341958705
322.5,4.352878645596862
323.0,4.354420456997853
323.5,4.355965192508506
324.0,4.35750992801916
324.5,4.359057716127324
325.0,4.3606055042354885
325.5,4.362156481786731
326.0,4.363707459337973
326.5,4.3652617709469235
327.0,4.366816082555874
327.5,4.3683738800605445
328.0,4.369931677565214
328.5,4.371493119521441
329.0,4.373054561477669
329.5,4.374619812691731
330.0,4.376185063905793
330.5,4.377754295002672
331.0,4.379323526099552
331.5,4.380896913124918
332.0,4.382470300150285
332.5,4.384048024204109
333.0,4.385625748257931
333.5,4.387207995157882
334.0,4.3887902420578335
334.5,4.390377202030697
335.0,4.3919641620035605
335.5,4.393556029402985
336.0,4.395147896802412
336.5,4.396744869851429
337.0,4.398341842900446
337.5,4.399944123457195
338.0,4.401546404013945
338.5,4.403154197359386
339.0,4.404761990704827
339.5,4.406375505350938
